sample,isolation,Accession,5.541_67.0557 ,7.060_95.0168 ,9.272_93.0728 ,9.472_91.0566 ,9.653_91.0565 ,10.148_93.0730 ,10.581_105.0363 ,10.873_119.0877 ,11.056_91.0567 ,11.572_91.0564 ,11.844_91.0573 ,11.96_91.0560 ,12.373_91.0575 ,12.618_119.0885 ,12.761_91.0557 ,13.396_91.0579 ,13.604_105.0725_blank ,14.572_91.0565 ,14.537_91.0571 ,14.844_105.0368 ,15.428_68.0279 ,15.562_91.0570 ,18.152_67.0559 ,18.702_97.0318 ,20.136_79.0560 ,20.614_58.0433 ,21.112_119.0858 ,21.260_109.1042 ,21.506_109.1042 ,21.673_129.0932 ,21.813_91.0566 ,22.444_161.1317 ,22.570_91.0567 ,22.891_161.1339 ,23.181_147.1173 ,23.223_93.0721 ,23.403_91.0566 ,23.681_91.0574 ,23.736_145.1019 ,23.997_91.0562 ,24.220_91.0566 ,24.291_119.0873 ,24.374_105.0720 ,24.442_95.0877 ,24.471_105.0723 ,24.500_81.0718 ,24.550_94.0801 ,24.602_117.0716 ,24.619_105.0723 ,24.707_93.0725 ,24.733_105.0717 ,24.814_105.0723 ,24.806_119.8074 ,24.843_161.1344 ,24.859_91.0567 ,25.020_145.1032 ,25.036_159.1160 ,25.153_119.0864 ,25.211_105.0732 ,25.356_105.0726 ,25.421_161.1340 ,25.421_58.0434 ,25.421_119.0869 ,25.508_105.0726 ,25.516_145.0981 ,25.533_105.0721 ,25.585_105.0719 ,25.641_119.0875 ,25.706_91.0568 ,25.779_97.0322 ,25.842_161.1316 ,25.911_105.0725 ,25.968_119.0881 ,26.045_91.0563 ,26.164_119.0865 ,26.200_105.0726 ,26.227_95.0152 ,26.529_131.0872 ,26.595_91.0568 ,26.689_109.1032 ,26.803_111.0836 ,26.833_81.0727 ,27.083_97.0317 ,27.996_91.0565 ,28.382_97.0323 ,30.160_91.0569 ,32.503_159.8606 
LA1718_4_LA1718_Leaf,leaf,LA1718,0,0,0,0,108378.5789,0,0,0,0,0,230865.0704,0,0,684488.7183,279621.7021,98807.68742,322389.9892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69310.51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1718_5_LA1718_Leaf,leaf,LA1718,0,0,0,0,81747.9933,0,0,0,0,0,770712.2792,297449.4865,229810.2301,1154118,334253.0437,0,406630.546,0,0,0,0,0,0,0,0,61014.1921,0,0,0,0,0,0,0,116685.9323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105343.8223,97383.14503,53297.31721,0,0,0,0,139264.1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1777_1_rep_5x_LA1777_Leaf,leaf,LA1777,0,0,0,0,1005263.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4906903.266,4666581.549,0,0,0,0,0,0,0,0,0,0,7694772.957,0,926725.5471,0,0,587427.5677,0,2233625.581,0,791350.8203,0,0,0,1047058.638,0,902842.6437,0,0,0,0,0,7861034.708,0,0,2773746.629,0,2862963.052,0,0,832686.6148,0,0,970357.7746,653564.8388,0,0,988040.3089,0,0,3374837.973,0,0,0,0,0,0,1366722.115,0
LA1777_2_rep_5x_LA1777_Leaf,leaf,LA1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727588.7365,0,0,0,0,0,0,0,0,0,0,7794912.227,7897532.013,0,0,0,0,0,0,0,0,0,0,3837979.998,0,0,0,0,0,0,1221609.059,0,0,0,0,0,1371636.295,0,0,0,0,0,0,0,6165570.187,0,0,2531239.877,0,0,0,0,0,0,0,0,0,0,0,14196074.32,0,0,2166289.23,0,0,0,0,0,0,0,0
LA1777_3_rep_5x_LA1777_Leaf,leaf,LA1777,0,0,0,0,701949.1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6237869.187,7184208.053,0,0,0,0,0,0,0,0,0,0,4460330.599,0,0,0,0,0,0,1983465.322,0,1547634.939,0,0,0,1763676.934,841939.3817,0,0,0,0,0,679470.8063,11671637.56,0,0,0,0,2336625.3,0,0,644129.8325,0,0,925483.9451,1213456.685,0,1137529.788,5498705.852,0,0,3346652.847,0,0,0,0,0,0,774129.6689,0
LA1777_4_5x_LA1777_Leaf,leaf,LA1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936663.5375,0,0,0,0,0,0,0,0,0,0,6418335.879,5846693.726,0,0,0,0,0,0,0,0,0,0,7593118.835,0,0,0,0,0,0,2117668.449,0,708784.4206,0,0,0,879888.1944,0,697895.9986,0,0,0,0,0,5213091.266,0,0,1626263.596,0,0,0,0,794725.1797,0,0,0,930311.9581,0,0,0,0,0,1429753.504,0,0,0,0,0,0,1104008.213,0
LA1840_1_LA1840_Leaf,leaf,LA1840,0,0,66771.14602,35030.80359,22771.73449,94193.731,0,0,0,112392.4405,130317.2043,1135367.863,170465.8112,111025.8251,730890.1822,161369.5695,88154.47401,23064.35829,48454.14182,0,0,0,36453.4533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50567.88176,0,0,0,0,0,0,0,0,0,16390.0454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1840_2_LA1840_Leaf,leaf,LA1840,0,0,0,0,107671.1794,0,0,0,0,0,0,149226.8299,68160.95036,27791.05145,120521.7616,83580.66087,226320.4417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1840_3_LA1840_Leaf,leaf,LA1840,0,0,0,0,81153.40512,0,0,0,0,35620.3685,0,185626.1823,65087.47452,67453.68866,152084.544,103975.2088,220013.6869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40584.99537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1840_4_LA1840_Leaf,leaf,LA1840,0,0,0,0,80214.38577,0,0,0,0,0,0,0,0,31352.83099,27210.45695,476036.412,198350.7671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1840_5_LA1840_Leaf,leaf,LA1840,0,0,0,0,399418.7433,0,0,0,0,26605.98348,0,53799.45114,0,68632.25168,87318.94843,36898.70629,143059.4473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1954_1_lv_LA1954_Leaf,leaf,LA1954,0,0,0,0,664265.1469,0,0,0,147995.4821,0,0,130511.9094,48331.96046,69068.89611,87437.38351,0,169643.3593,0,33913.05572,0,0,0,0,0,0,0,0,0,0,0,0,53713.02283,0,0,0,0,0,0,0,512547.8176,41779.68742,0,0,0,0,101862.795,0,0,35643.84483,210212.7957,0,0,0,0,0,0,0,0,0,57493.43062,0,0,0,0,0,0,0,0,40289.64717,0,0,0,0,0,51071.29209,0,0,0,0,0,0,0,0,0,0,0,0
LA1954_2_LA1954_Leaf,leaf,LA1954,0,0,0,0,190153.9371,0,0,0,0,0,165765.6696,0,0,494723.2833,0,104404.5046,968146.7697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1954_3_lv_LA1954_Leaf,leaf,LA1954,74795.30386,0,0,0,42375.04965,0,0,0,0,0,0,0,0,0,0,0,242614.5543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA1954-4-lv_LA1954_Leaf,leaf,LA1954,0,0,0,0,103643.3716,0,0,0,0,0,0,0,0,0,0,42081.59815,198779.2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA2133_1_LA2133_Leaf,leaf,LA2133,0,0,0,0,403040.7777,0,0,0,0,0,438729.8848,428816.2439,262481.9547,310262.7734,946112.9533,61415.73756,506767.7391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265841.8487,0,0,0,0,0,0,0,0,0,99712.66933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA2133_2_lv_LA2133_Leaf,leaf,LA2133,0,0,0,0,156404.6513,0,0,0,0,0,95123.34527,58755.09852,57446.29037,61356.09503,153130.5534,28158.07246,106104.8689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81416.17675,0,0,0,0,0,0,0,0,0,29583.21911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA2133_3_lv_LA2133_Leaf,leaf,LA2133,0,0,0,0,0,0,0,0,0,0,46726.46763,0,0,0,73747.65227,0,141866.8254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA2172_1_LA2172_Leaf,leaf,LA2172,0,0,0,0,359149.2556,0,0,0,76043.24775,0,66934.33897,0,0,364868.6397,102219.0796,0,418097.5096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36856.69409,0,0,45298.92619,0,0,0,0,255533.6637,0,0,0,0,91952.2587,0,0,0,90408.37585,85046.89179,0,0,0,0,0,0,0,0,0,89769.76977,136886.2671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA2172_2_lv_LA2172_Leaf,leaf,LA2172,0,0,0,0,83393.45454,0,0,0,200253.8036,0,0,0,0,0,39663.25424,40875.38201,170353.0919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96310.33734,31702.52321,0,81512.08248,0,0,0,0,241578.4685,35015.98445,0,,0,237455.3621,0,0,0,273575.8336,359473.1042,0,0,0,0,0,0,0,0,54288.34798,277844.021,351568.5335,0,0,25052.20058,0,0,0,0,61139.9119,0,30036.43253,0,37866.12272,0,27570.05672,62951.08351,0,0,0,0,32994.21149,0,0,0,0,0,0
LA2172_6_lv_LA2172_Leaf,leaf,LA2172,0,0,0,0,198854.0067,0,0,0,344360.1145,0,0,0,0,0,79944.89842,0,92880.35313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149215.4817,46596.04919,0,129757.0536,0,29694.72139,41434.49496,0,2880541.874,60131.31754,0,,0,187449.6552,0,0,0,147487.0713,436163.1708,0,0,32547.78233,0,0,0,44244.14833,0,164917.1822,114276.3371,1095480.693,0,0,67976.24859,0,30570.765,62345.10342,0,182102.6323,0,72593.23517,0,87122.9314,0,0,112062.5512,0,0,24596.30544,0,50601.3837,0,0,0,0,0,0
LA2172_7_LA2172_Leaf,leaf,LA2172,0,0,0,0,110823.1228,0,0,0,0,0,51740.6822,0,0,133928.0682,66139.16596,0,139119.1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24345.84657,0,0,30034.98952,0,0,0,0,181188.8383,0,0,0,0,59819.49553,0,0,0,68102.72644,58739.82518,0,0,0,0,0,0,0,0,0,63982.70439,104140.6831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46132.15463,0,0,0,0,0,0,0,0,0,0,0
LA2695_1_lv_LA2695_Leaf,leaf,LA2695,0,0,0,0,25.94071617,0,0,0,0,0,0,5.872999799,0,12.47604027,7.62154989,0,45.23638185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.018796204,0,0,0,0,0,0,0,18.86156222,0,0,0,0,0,0,0,0,0,8.901454948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA2695_3_LA2695_Leaf,leaf,LA2695,0,0,0,0,494679.7386,0,0,0,0,0,187692.2478,0,0,624026.7845,170417.2099,81037.66612,843919.9586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA2695_5_LA2695_Leaf,leaf,LA2695,0,0,0,0,47421.65978,0,0,0,0,0,79483.6214,0,0,358098.7819,104447.8252,0,403539.4537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA4024_1_LA4024_Leaf,leaf,LA4024,0,0,0,0,82267.75088,0,13040.92876,200692.7415,0,139328.3559,5864507.908,3017032.451,5309875.937,171358.7509,7333624.729,104531.7787,154624.5953,81004.27852,57429.42927,19597.52796,0,42878.3146,0,0,0,0,0,0,0,0,0,83588.54053,0,0,23435.29411,0,18909.72052,16073.76085,0,751481.9625,32464.01281,0,0,0,42260.28473,0,0,0,94284.44465,116598.3136,0,0,0,0,0,0,0,0,0,130042.9554,72204.82897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26792.09347,0,0,0,0,0,0
LA4024_2_LA4024_Leaf,leaf,LA4024,0,0,0,0,288663.7961,0,0,331419.2979,0,0,167069.818,1176238.244,1463233.908,262281.6497,1043326.633,0,168686.6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405561.3415,0,0,0,0,0,0,0,0,0,139712.4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA4024_3_LA4024_Leaf,leaf,LA4024,0,0,0,0,108674.1844,0,54039.09095,348340.5557,0,114560.8556,1068100.719,2135866.76,1260627.875,119429.7378,9252508.325,73354.15756,156028.8778,47015.43036,34678.17799,48234.94323,0,0,0,0,0,0,0,0,0,0,0,156501.0952,0,0,34783.62459,0,30877.5157,35017.44097,0,1018132.784,63162.5143,0,0,0,54259.15342,0,0,0,136232.4245,474473.0296,0,0,0,0,0,0,0,0,0,162341.92,95112.83455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53786.93603,0,0,0,0,0,0
LA407_1_5x_LA407_Leaf,leaf,LA407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409078.932,0,0,0,0,0,0,0,0,8643995.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9091643.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA407_2_5x_LA407_Leaf,leaf,LA407,0,0,0,0,1690288.292,0,0,0,0,0,0,0,0,4670841.117,0,0,1266045.974,0,0,0,0,0,0,0,0,1821402.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4242005.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA407_3_5x_LA407_Leaf,leaf,LA407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5590967.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000918.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA407_4_5x_LA407_Leaf,leaf,LA407,0,0,0,0,0,0,0,0,0,0,0,0,0,1921473.656,0,0,0,0,0,0,0,0,0,0,0,5258971.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7709204.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA407_5_5x_LA407_Leaf,leaf,LA407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188237.504,0,0,0,0,0,0,0,0,5687796.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8238370.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA716_1_rep_1x_LA716_Leaf,leaf,LA716,0,22019.25139,0,0,0,0,0,0,0,0,41247.78185,0,0,241659.3237,44879.6396,22450.51222,145833.8797,0,0,0,43753.37164,0,0,58063.39015,0,0,0,0,0,45164.77073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33296.18751,0,45963.13789,0,0,0,0,0,0,43446.85568,0,0,0,0,0,28242.23826,0,69596.94429,0,65059.79521
LA716_3_rep_1x_LA716_Leaf,leaf,LA716,0,148449.7882,0,0,0,0,0,0,0,0,55004.27184,0,0,208130.1273,79763.95752,0,39210.35829,0,0,0,52863.03024,0,0,56520.83418,0,0,0,0,0,58423.75883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34346.52621,0,51285.08323,0,0,0,0,0,0,43684.2172,0,0,0,0,0,30555.12035,0,72202.81098,0,0
LA716_4_LA716_Leaf,leaf,LA716,0,0,0,0,173871.2027,0,0,0,0,0,72858.29572,58596.5884,0,134546.5555,62339.55093,0,172348.9076,0,0,0,35797.47389,0,0,19848.68703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42063.20886,0,39870.00545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31536.61718,0,35307.04379
LA716_5_LA716_Leaf,leaf,LA716,0,96596.95718,0,0,22366.36878,0,0,0,0,0,34632.8419,76008.39682,0,148853.9955,60878.80171,0,175075.6573,0,0,0,66102.88568,0,0,102165.2637,0,0,0,0,0,85083.72408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64608.55468,0,112832.1142,0,0,0,0,0,0,80086.42205,0,0,0,0,0,65908.50116,0,147618.8439,0,21297.25392
Lyc140_1_LYC140_Leaf,leaf,LYC140,0,0,0,0,47020.8884,0,0,0,0,0,163890.8455,57937.11033,0,225560.1236,259230.7676,0,277294.1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69959.70611,0,0,0,0,48481.30187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45766.99804,62178.21007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyc140_2_lv_LYC140_Leaf,leaf,LYC140,0,0,0,0,95822.62373,0,0,0,0,0,246733.2286,175235.6295,100671.3815,33057.8659,564598.4954,42247.65814,197941.0167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40475.70373,0,0,0,0,0,0,0,0,0,0,51214.05212,57677.37009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43709.90133,0,0,0,0,0,0,0,0,0,0,0
Lyc140_3_lv_LYC140_Leaf,leaf,LYC140,0,0,0,0,49898.53013,0,0,0,0,0,443630.6217,306607.96,66783.75047,39238.60811,565438.5581,45013.23329,283311.1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34641.74208,0,0,0,0,72185.81918,0,0,0,0,58202.93387,0,0,0,59603.02509,30435.45943,0,0,0,0,0,0,0,0,0,59903.47385,83410.58487,0,0,0,0,0,0,0,0,0,0,0,30213.12735,0,0,55510.91298,0,0,0,0,0,0,0,0,0,0,0
LYC140_4_LYC140_Leaf,leaf,LYC140,0,0,0,0,72579.29728,0,0,0,0,0,67695.36954,0,0,164234.5634,0,50318.44791,379607.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYC140_5_LYC140_Leaf,leaf,LYC140,0,0,0,0,87465.58581,0,0,0,0,0,213465.646,132895.7889,132577.5244,100800.0481,328195.8821,127436.3303,224351.9206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyc38_1_rep_1x_LYC38_Leaf,leaf,LYC38,0,0,0,0,121642.9204,0,0,0,0,0,134994.4322,0,0,320087.6567,100386.032,0,345659.9949,0,0,0,0,0,0,0,0,497869.1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753008.3089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63374.92506,0,0,0,0,0
Lyc38_2_rep_1x_LYC38_Leaf,leaf,LYC38,0,0,0,0,152648.6329,0,0,0,0,0,118733.639,0,0,431147.9433,0,112887.9455,168228.8396,0,0,0,0,0,0,0,0,731609.1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277340.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65362.08305,0,0,0,0,0
Lyc38_5_rep_1x_LYC38_Leaf,leaf,LYC38,0,0,0,0,0,0,0,0,0,0,103542.6291,0,0,341566.3006,72448.74651,64499.07719,260805.1228,0,0,0,0,0,0,0,0,290033.3725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456592.9371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYC4_1_10x_LYC4_Leaf,leaf,LYC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26953598.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159898079.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYC4_3_10x_LYC4_Leaf,leaf,LYC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57205085.07,0,0,0,0,0,0,0,0,0,0,0,0,0,9994339.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239819696.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYC4_4_10x_LYC4_Leaf,leaf,LYC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14906408.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57608354.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PI127826_1_rep_5x_PI127826_Leaf,leaf,PI127826,0,0,0,0,0,0,0,0,0,0,0,0,0,4245691.052,0,0,2479473.787,0,0,0,0,0,0,0,0,0,0,0,0,0,13831630.33,0,0,0,0,0,0,0,0,2126719.704,0,0,4771763.615,6631776.763,0,0,0,0,0,0,24165897.64,10283699.09,0,0,0,4245691.052,0,3934125.596,0,2209096.958,0,0,3778750.676,0,25554892.33,3054483.333,0,5051520.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PI127826_2_rep_5x_PI127826_Leaf,leaf,PI127826,0,0,0,0,2740857.955,0,0,0,0,0,3664684.969,0,0,18565475.59,1731212.949,0,0,0,0,0,0,0,0,0,0,0,1162026.953,0,0,0,6650344.246,0,0,0,0,1477609.781,0,0,0,16756146.26,0,0,13135653.89,1592767.257,0,0,0,5552314.044,0,0,2477352.711,103418931.8,0,3020683.287,0,11554989.17,0,13706673.61,0,9566688.992,0,0,54404389.23,0,2861516.584,2073751.429,0,13672383.08,0,0,0,0,0,11929617.71,0,15617774.27,0,4469136.956,1120218.187,2007187.474,0,0,0,0,0,0,0
PI127826_3_rep_5x_PI127826_Leaf,leaf,PI127826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2204899.977,0,0,0,14868429.87,0,0,0,0,3423301.978,0,0,1718747.011,16382449.11,0,0,14686047.02,15485632.76,0,0,0,5746267.676,0,0,23746911.66,19488996.76,0,0,0,11134110.77,0,19460310.72,0,7599688.117,0,0,10342073.98,0,42783272.83,19552106.06,0,13853245.85,0,0,0,0,0,9028253.14,0,7715036.213,0,2675351.109,0,1762530.974,0,0,0,0,0,0,0
PI127826_4_rep_5x_PI127826_Leaf,leaf,PI127826,0,0,0,0,0,0,0,0,0,0,0,0,0,4362204.245,0,0,1722695.312,0,0,0,0,0,0,0,0,0,2273580.349,0,0,0,11552648.5,0,0,0,0,3448116.739,0,0,1679706.567,16104842.02,0,0,13958550.3,7325911.225,0,0,0,8213576.38,0,0,50576153.46,112171265.9,0,11541534.33,0,13453799.53,0,1896957.004,0,9829953.186,0,0,2305245.229,0,114436667.9,9439699.264,0,8573004.227,0,0,0,0,0,13290861.7,0,11587249.19,0,4066735.262,1825239.196,2081913.458,0,0,0,2363961.564,0,0,0
