sample,accession,G3:10 ,G2:4 ,G3:10-2 ,G3:11 ,S3:15 ,G3:11-2 ,S4:16 ,G2:5 ,Unknown ,G3:13 ,G3:14 ,G3:6 ,S4:17-2 ,S4:17 ,unknown ,S3:17-2 ,G3:7 ,G3:15-2 ,G3:15 ,S3:12 ,S4:23 ,S4:19-2 ,unknown-1 ,S4:19 ,S3:19 ,S3:18 ,S3:18-2 ,G3:16 ,G3:16-2 ,S3:19-2 ,G3:19 ,S4:20 ,S4:20-2 ,G3:19-2 ,Unknown-2 ,S4:21-3 ,S3:20-2 ,S4:21-2 ,S3:20-3 ,S3:20 ,S4:20-3 ,G3:18 ,S4:21 ,S4:21-4 ,S5:22 ,S4:22-2 ,S4:22 ,S3:21 ,S3:21-3 ,S3:21-2 ,S4:22-3 ,G4:21-3,S5:23 ,G4:21-2 ,S5:23-2 ,G4:21 ,S3:22 ,S5:24 ,S3:22-2 ,S4:23-2 ,S3:22-3 ,G4:22 ,G4:22-3,S3:22-4 ,S3:23 ,S4:24 ,G4:24 ,S2:22 ,G4:32 ,G4:24-2 ,S5:25 ,G4:23 ,G5:25 ,G4:23-2 ,G3:20-2 ,G3:20 ,S3:24 ,G3:21-2 ,G3:21 ,S1:27 ,G3:22 ,G3:22-3 ,G3:22-2 
65,LA4024,0,0,0,0,0,0,0,0,0,0,0,0,6.027472527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.291208791,0,0,0,0,0,0,0,0,0,0,0,0,15.35164835,0,0,0,0,0,0,2.681318681,2.89010989,0,0,0,0,0,0,0,0,0,0,0,0,1.027472527,1.032967033
66,LA4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14229249,0,21.60474308,0,0,0,0,0,0,0,2.027667984,0,0,0,0,0,0,0,0,0,0,0,0,1.616600791,0.928853755
107,LA4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.344186047,0,0,0,0,0,0,0,0.502325581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,LA4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.317365269,0,0,0,0,0,0,0,0,0,0,0,0,1.317365269,1.640718563
149,LA4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.80465116,0,0,0,0,0,0,0,7.841860465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,LA4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,LYC4,0,0,0,0,4896.30531,0,0,0,69.11061947,0,0,0,0,0,44.00442478,0,0,93.88053097,23104.9115,40.11946903,3.185840708,0,0,0,0,0,0,42.42920354,0,19.5,0,0,0,73.92477876,382.8893805,0,0,0,153.5132743,4792.367257,5422.862832,0,0,0,0,0,0,1042.115044,2577.623894,2577.623894,0,0,0,0,0,0,396.119469,0,0,0,8424.331858,0,0,0,0,2.389380531,0,0,3.955752212,0,1.699115044,0,4.557522124,0,0,0,436.4070796,0,0,1.845132743,0,0,7.995575221
76,LYC4,0,0,0,0,3294.523404,0,0,11.92765957,51.8212766,0,0,0,0,0,0,0,0,61.77021277,20026.91915,23.96170213,4.225531915,0,0,0,0,0,0,30.29787234,0,24.62553191,0,0,3.029787234,67.15319149,168.5617021,0,0,0,129.9191489,4314.561702,4693.148936,0,0,0,0,0,0,1172.53617,2078.67234,2078.67234,0,0,0,0,0,0,445.1276596,0,0,0,22404.61702,0,0,0,0,0.378723404,0,0,0,0,0.204255319,0,0,0,0,0,380.5914894,0,0,0,0,0.974468085,4.119148936
117,LYC4,0,0,0,0,6723.287234,0,5.319148936,0,43.39893617,0,0,0,0,0,0,0,0,79.18617021,36141.63298,20.18617021,7.111702128,0,0,0,0,0,0,117.1595745,0,49.19680851,0,0,41.95212766,99.0106383,186.3244681,4.595744681,0,19.4787234,596.6117021,6547.914894,7564.446809,0,0,0,0,0,3.191489362,2656.989362,4334.643617,4334.643617,0,0,0,0,0,0,1256.287234,0,2368.43617,0,30807.20745,0,0,2.531914894,0,0,0,0,0.159574468,0,0,0,0,0,0,0,1040.154255,0,0,0,0,2.074468085,2.074468085
118,LYC4,0,0,0,0,9325.763441,0,0,15.05376344,81.56451613,0,0,0,0,0,85.11290323,0,0,34.6827957,34632.46774,28.24193548,6.123655914,2.349462366,0,2.349462366,0,0,0,116.3817204,0,43.56451613,0,0,16.71505376,136.1290323,207.6612903,0,0,23.49462366,730.0430108,6849.258065,8387.424731,0,0,0,0,0,0,2441.44086,5044.596774,4779.370968,0,0,0,3.806451613,0,3.806451613,1521.387097,0,2669.155914,0,33073.11828,0,0,1.758064516,0,8.489247312,0,0,1.897849462,0,6.284946237,0,0,0,0,0,1124.258065,0,0,0,0,3.096774194,9.204301075
159,LYC4,0,0,0,0,6795.6875,0,0,20.15,82.73125,0,0,0,0,0,82.125,0,0,73.38125,29183.5375,36.925,28.94375,0,0,0,0,0,0,31.03125,0,44.1875,0,0,0,101.20625,773.1875,0,0,0,0,6412.16875,6412.16875,0,0,0,0,0,0,2806.30625,3494.66875,3686.63125,0,0,0,0,0,0,1227.95625,0,1786.69375,0,25401.725,0,0,1.4375,0,3.06875,0,0,3.9125,0,18.64375,0,10.6625,0,0,0,462.0375,0,0,0,0,0.31875,0.34375
160,LYC4,0,0,0,0,5846.348993,7.590604027,0,23.24832215,62.01342282,0,0,0,0,0,49.45637584,0,0,13.68456376,26601.88591,26.9261745,0,0,0,0,0,0,0,39.57718121,0,24.32885906,0,0,0,87.52348993,761.3892617,0,0,0,0,5005.020134,5018.234899,0,0,0,0,0,0,2792.993289,2237.765101,2237.765101,0,0,0,0,0,0,1711.899329,0,847.9932886,0,10718.60403,0,0,1.590604027,0,0,0,0,3.228187919,0,6.369127517,0,0,0,0,0,371.3691275,0,0,0,0,0,4.704697987
42,MM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.247058824,19.73529412,0,0,0,0,10.11764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.955882353,0,0,0,0,0,0,0,0,0,0,0,0,2.061764706,0
43,MM,0,0,0,0,0,0,0,0,0,0,0,0,1.465789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,14.01842105,0,0,0,0,8.118421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957894737,0,0,0,0,0,0,0,0,0,0,0,0,2.118421053,4.418421053
83,MM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.257777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04,0,0,0,0,0,0,2.4,2.617777778,0,1.688888889,0,0,0,0,0,0,0,0,0,0,4.88,3.346666667
84,MM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.416666667,0,0,5.364035088,0,3.355263158,0,0,0,0,0,0,0,0,96.89473684,0,0,230.7631579,0,830.4035088,0,0,0,0,156.9473684,152.1315789,0,40.97368421,451.7894737,0,0,0,0,97.71052632,345.2017544,30.6622807,99.22368421,30.6622807,0,0,2.464912281,95.83333333,26.71929825,75.6622807,20.19736842,0,0,86.14912281,6.188596491,1.078947368,0,72.15350877,299.8026316,0,266.1359649,30.66666667,0,0,0,0,0,0,0,7.162280702,9.289473684
125,MM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.460674157,0.101123596,0.101123596,0,0,0,0,2.398876404,0,0,2.325842697,0.825842697,3.943820225,1.646067416,17.20224719,1.325842697,0.252808989,0,11.4494382,0,5.230337079,13.01123596,6.398876404,9.797752809,0,0,12.03932584,5.966292135,3.235955056,0,0,1.308988764,1.960674157,1.483146067,2.550561798,6.679775281
126,MM,0,0,0,0,0,0,0,0,0,0,0,0,3.380116959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.204678363,3.204678363,5.625730994,0,2.49122807,2.730994152
79,PI127826,0,48.8111588,0,0,22.98283262,14.57939914,102.6008584,88.65236052,0,0,0,365.2703863,1462.974249,0,0,0,153.4334764,0,1.969957082,0,0,38.4248927,0,38.87124464,0,0,0,0,0,1.944206009,14.93562232,1871.424893,49.13304721,14.34763948,0,0,760.8669528,10.93991416,7.74248927,168.9012876,0,3.051502146,0,0,0,0,63.09871245,1648.716738,92.70815451,92.70815451,0,0,0,4.463519313,0,4.978540773,50.54077253,55.09871245,1414.841202,32.31759657,415.7939914,0,0,0,0,0,0,0,2.197424893,0,0.892703863,0,2.266094421,0,28.21888412,0,2.30472103,1240.815451,0,0,0,297.3690987,268.9399142
80,PI127826,2.509090909,36.04090909,15.7,0,6.963636364,118.1318182,1107.236364,109,0,0,0,336.2909091,989.9954545,0,0,0,190.1363636,0,0,0,0,107.0409091,0,97.49090909,0,33.69090909,0,0,0,0,1716.572727,1301.131818,140.85,1.868181818,0,0,4170.190909,1451.604545,580.1,1626.463636,0,0,60.95909091,43.02727273,0,0,608.1181818,3042.336364,349.5272727,349.5272727,24.49545455,0,0,0,0,1.990909091,176.4045455,237.9772727,47.14545455,98.54545455,684.45,0,0,0,5.172727273,0,0,0,5.640909091,0,3.827272727,0,4.863636364,0,501.3727273,403.0590909,0,1412.3,1036.854545,0,0,83.85454545,157.0909091
121,PI127826,0,52.62948207,0,0,15.66932271,20.03984064,138.1752988,167.0677291,0,0,0,440.8884462,330.1115538,0,0,0,259.8685259,0,6.386454183,0,0,126.7689243,0,129.6972112,0,32.94023904,0,0,0,66.77290837,1256.143426,2051.398406,93.04780876,6.541832669,0,0,5799.860558,234.1474104,325.374502,1463.314741,0,0,48.77290837,35.60956175,0,0,168.0318725,3102.585657,636.6175299,636.6175299,11.84063745,0,0,2.410358566,0,3.155378486,435.749004,306.9601594,588.6693227,0.764940239,914.5577689,0,0,0,5.976095618,0,0,0,0.940239044,0,0,0,5.310756972,0,338.7848606,0,0,1161.231076,1305.85259,0,6.3187251,243.9601594,369.9243028
